Schema item,Kind,Data type,Extends,Restricts,Abstract,Subst Group,Comment,Namespace
SignalOccupation,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalQueueEntryStatus,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalQueueStatus,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalResource,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalShutdown,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalStatus,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalTrack,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SignalWakeUp,global complexType,,jdf:JMFAbstractSignal_,,,,"",JDFMessage.xsd
SizeIntent,global element,jdf:SizeIntent_r,,,,jdf:Resource,"",JDFResource.xsd
SizeIntent_r,global complexType,,jdf:IntentResource,,,,"",JDFResource.xsd
SizeIntent_rp,global complexType,,jdf:IntentResourceLeaf,,,,"",JDFResource.xsd
SizeIntentAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SizeIntentAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SizeIntentAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SizeIntentLink,global element,jdf:IntentLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SoftProofing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SoftProofingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
SpawnedAudit,global complexType,,jdf:AuditElement,,,,"",JDFCore.xsd
SpinePreparation,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SpinePreparationParams,global element,jdf:SpinePreparationParams_r,,,,jdf:Resource,"",JDFResource.xsd
SpinePreparationParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
SpinePreparationParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
SpinePreparationParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SpinePreparationParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SpinePreparationParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SpinePreparationParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SpinePreparationParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SpinePreparationResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
SpineTaping,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
SpineTapingParams,global element,jdf:SpineTapingParams_r,,,,jdf:Resource,"",JDFResource.xsd
SpineTapingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
SpineTapingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
SpineTapingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
SpineTapingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SpineTapingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SpineTapingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SpineTapingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SpineTapingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Split,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
sRGBColor,global simpleType,jdftyp:ColorValueList,,,,,"",JDFTypes.xsd
Stacking,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
StackingParams,global element,jdf:StackingParams_r,,,,jdf:Resource,"",JDFResource.xsd
StackingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
StackingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
StackingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
StackingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StackingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StackingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StackingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
StackingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
StatusPool,global element,jdf:StatusPool_,,,,,"",JDFCore.xsd
StatusPool_,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
StatusPool_PartStatus_l,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
StatusQuParams,global element,jdf:StatusQuParams_m,,,,jdf:QueryTypeObj,"",JDFMessage.xsd
StatusQuParams_m,global complexType,,jdf:QueryTypeObj_,,,,"",JDFMessage.xsd
StepRepeat,global simpleType,jdftyp:IntegerList,,,,,"",JDFTypes.xsd
Stitching,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
StitchingParams,global element,jdf:StitchingParams_r,,,,jdf:Resource,"",JDFResource.xsd
StitchingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
StitchingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
StitchingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
StitchingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StitchingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StitchingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StitchingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
StitchingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
StopPersChParams,global element,jdf:StopPersChParams_m,,,,jdf:CommandTypeObj,"",JDFMessage.xsd
StopPersChParams_m,global complexType,,jdf:CommandTypeObj_,,,,"",JDFMessage.xsd
Strap,global element,jdf:Strap_r,,,,jdf:Resource,"",JDFResource.xsd
Strap_r,global complexType,,jdf:ConsumableResource,,,,"",JDFResource.xsd
Strap_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
Strap_rp,global complexType,,jdf:ConsumableResourceLeaf,,,,"",JDFResource.xsd
StrapAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StrapAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StrapAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StrapLink,global element,jdf:ConsumableLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Strapping,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
StrappingParams,global element,jdf:StrappingParams_r,,,,jdf:Resource,"",JDFResource.xsd
StrappingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
StrappingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
StrappingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
StrappingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StrappingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StrappingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StrappingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
StrappingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
string,global simpleType,xs:normalizedString,,,,,"",JDFTypes.xsd
StringEvaluation,global complexType,,jdf:AbstractEvaluation,,,,"",JDFCapability.xsd
StringEvaluation,global element,jdf:StringEvaluation,,,,jdf:AbstractTerms,"",JDFCapability.xsd
StringEvaluation_Value_lr,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
StringSpan,global complexType,,jdf:AbstractSpan,,,,"",JDFCore.xsd
StringState,global complexType,,jdf:DevCapState,,,,"",JDFCapability.xsd
StringState,global element,jdf:StringState,,,,jdf:AbstractStates,"",JDFCapability.xsd
StringState_Value_lr,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
StripBinding,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
StripBindingParams,global element,jdf:StripBindingParams_r,,,,jdf:Resource,"",JDFResource.xsd
StripBindingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
StripBindingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
StripBindingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
StripBindingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StripBindingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StripBindingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StripBindingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
StripBindingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Stripping,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
StrippingParams,global element,jdf:StrippingParams_r,,,,jdf:Resource,"",JDFResource.xsd
StrippingParams_Position_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
StrippingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
StrippingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
StrippingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
StrippingParams_StripCellParams_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
StrippingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
StrippingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
StrippingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
StrippingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
StrippingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
StrokeProperties,global attributeGroup,,,,,,"",JDFResource.xsd
SubmissionMethods,global element,jdf:SubmissionMethods_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
SubmissionMethods_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
Subscription_ObservationTarget,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
SubscriptionElement_m,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Surface,global element,jdf:Surface_r,,,,jdf:Resource,"",JDFResource.xsd
Surface_ContentObject_lr,global complexType,,jdf:Surface_PlacedObject_lr,,,,"",JDFResource.xsd
Surface_DynamicField_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
Surface_MarkObject_lr,global complexType,,jdf:Surface_PlacedObject_lr,,,,"",JDFResource.xsd
Surface_PlacedObject_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
Surface_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Surface_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Surface_rp,global complexType,,jdf:BaseElement_,,,,"NAME CLASH - Side!! Base on ParameterResourceLeaf",JDFResource.xsd
SurfaceAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
SurfaceAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
SurfaceAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
SurfaceLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
SystemTimeSet,global element,,jdf:NotificationDetails,,,jdf:NotificationDetails,"",JDFCore.xsd
telem,global complexType,,jdftyp:string,,,,"",JDFCore.xsd
Test,global element,,jdf:BaseElement_,,,,"",JDFCapability.xsd
TestPool,global complexType,,jdf:BaseElement_,,,,"",JDFCapability.xsd
TestRef,global complexType,,jdf:AbstractTerm,,,,"",JDFCapability.xsd
TestRef,global element,jdf:TestRef,,,,jdf:AbstractTerms,"",JDFCapability.xsd
TextProperties,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSealing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ThreadSealingParams,global element,jdf:ThreadSealingParams_r,,,,jdf:Resource,"",JDFResource.xsd
ThreadSealingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ThreadSealingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ThreadSealingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ThreadSealingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSealingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSealingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSealingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ThreadSealingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
ThreadSewing,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
ThreadSewingParams,global element,jdf:ThreadSewingParams_r,,,,jdf:Resource,"",JDFResource.xsd
ThreadSewingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
ThreadSewingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
ThreadSewingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
ThreadSewingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSewingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSewingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ThreadSewingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
ThreadSewingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Tile,global element,jdf:Tile_r,,,,jdf:Resource,"",JDFResource.xsd
Tile_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
Tile_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
Tile_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TileAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TileAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TileAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TileLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Tiling,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
TilingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
Time,global simpleType,xs:time,,,,,"",JDFTypes.xsd
TimeAndSeparator_,global simpleType,,,,,,"",JDFTypes.xsd
TimeAndSeparators_,global simpleType,,,,,,"",JDFTypes.xsd
TimeRange,global simpleType,jdftyp:TimeAndSeparators_,,,,,"",JDFTypes.xsd
TimeSpan,global complexType,,jdf:AbstractSpan,,,,"",JDFCore.xsd
Tool,global element,jdf:Tool_r,,,,jdf:Resource,"",JDFResource.xsd
Tool_r,global complexType,,jdf:HandlingResource,,,,"",JDFResource.xsd
Tool_re,global complexType,,jdf:PhysicalResourceElement,,,,"",JDFResource.xsd
Tool_rp,global complexType,,jdf:HandlingResourceLeaf,,,,"",JDFResource.xsd
ToolAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
ToolAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
ToolAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
ToolLink,global element,jdf:HandlingLink,,,,jdf:ResourceLink,"",JDFResource.xsd
TrackFilter,global element,jdf:TrackFilter_m,,,,jdf:QueryTypeObj,"",JDFMessage.xsd
TrackFilter_m,global complexType,,jdf:QueryTypeObj_,,,,"",JDFMessage.xsd
TrackResult,global element,jdf:TrackResult_m,,,,jdf:ResponseTypeObj,"",JDFMessage.xsd
TrackResult_m,global complexType,,jdf:ResponseTypeObj_,,,,"",JDFMessage.xsd
TransferCurve,global element,jdf:TransferCurve_r,,,,jdf:Resource,"",JDFResource.xsd
TransferCurve_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TransferCurve_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TransferCurve_rp,global complexType,,jdf:BaseElement_,,,,"NAME CLASH - Separation!! Base on ParameterResourceLeaf",JDFResource.xsd
TransferCurveAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurveAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurveAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurveLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
TransferCurvePool,global element,jdf:TransferCurvePool_r,,,,jdf:Resource,"",JDFResource.xsd
TransferCurvePool_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TransferCurvePool_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TransferCurvePool_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TransferCurvePool_TransferCurveSet_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
TransferCurvePoolAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurvePoolAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurvePoolAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TransferCurvePoolLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
TransferFunction,global simpleType,jdftyp:DoubleList,,,,,"",JDFTypes.xsd
TransferFunctionControl,global element,jdf:TransferFunctionControl_r,,,,jdf:Resource,"",JDFResource.xsd
TransferFunctionControl_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TransferFunctionControl_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TransferFunctionControl_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TransferFunctionControlAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TransferFunctionControlAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TransferFunctionControlAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TransferFunctionControlLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Trapping,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
TrappingDetails,global element,jdf:TrappingDetails_r,,,,jdf:Resource,"",JDFResource.xsd
TrappingDetails_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TrappingDetails_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TrappingDetails_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TrappingDetails_TrappingOrder_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
TrappingDetailsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingDetailsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingDetailsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingDetailsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
TrappingParams,global element,jdf:TrappingParams_r,,,,jdf:Resource,"",JDFResource.xsd
TrappingParams_ColorantZoneDetails_lr,global complexType,,jdf:BaseElement_,,,,"",JDFResource.xsd
TrappingParams_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TrappingParams_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TrappingParams_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TrappingParamsAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingParamsAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingParamsAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TrappingParamsLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
TrappingResLinkPool_,global complexType,,jdf:ResourceLinkPool_,,,,"",JDFProcess.xsd
TrapRegion,global element,jdf:TrapRegion_r,,,,jdf:Resource,"",JDFResource.xsd
TrapRegion_r,global complexType,,jdf:ParameterResource,,,,"",JDFResource.xsd
TrapRegion_re,global complexType,,jdf:ParameterResourceElement,,,,"",JDFResource.xsd
TrapRegion_rp,global complexType,,jdf:ParameterResourceLeaf,,,,"",JDFResource.xsd
TrapRegionAttribs_c,global attributeGroup,,,,,,"",JDFResource.xsd
TrapRegionAttribs_r,global attributeGroup,,,,,,"",JDFResource.xsd
TrapRegionAttribs_u,global attributeGroup,,,,,,"",JDFResource.xsd
TrapRegionLink,global element,jdf:ParameterLink,,,,jdf:ResourceLink,"",JDFResource.xsd
Trigger_Added,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Trigger_ChangedAttribute,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Trigger_ChangedPath,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
Trigger_Removed,global complexType,,jdf:BaseElement_,,,,"",JDFCore.xsd
TriggerElement_m,global complexType,,,,,,"",JDFCore.xsd
Trimming,global complexType,,jdf:JDFAbstractNode,,,,"",JDFProcess.xsd
TrimmingParams,global element,jdf:TrimmingParams_r,,,,jdf:Resource,"",JDFResource.xsd
